Size,Time(ms),Comparisons
100,0.0620667,0
200,0.1121,0
300,0.249733,0
400,0.222533,0
500,0.391767,0
600,0.588867,0
700,0.498133,0
800,0.6223,0
900,0.651033,0
1000,0.633433,0
1100,0.714667,0
1200,0.9424,0
1300,1.00013,0
1400,1.12967,0
1500,1.26297,0
1600,2.4992,0
1700,2.18133,0
1800,1.57837,0
1900,1.74807,0
2000,1.8482,0
2100,1.6666,0
2200,3.08833,0
2300,2.4013,0
2400,1.7152,0
2500,2.6932,0
2600,2.8216,0
2700,1.97533,0
2800,2.29737,0
2900,2.3179,0
3000,1.9957,0
