Size,Time(ms),Comparisons
100,0.0459,0
200,0.0883333,0
300,0.185033,0
400,0.195933,0
500,0.381733,0
600,0.313133,0
700,0.405,0
800,0.4203,0
900,0.4439,0
1000,0.472367,0
1100,0.531167,0
1200,0.714333,0
1300,0.648333,0
1400,0.785333,0
1500,0.8995,0
1600,0.772867,0
1700,0.9615,0
1800,0.8987,0
1900,0.969,0
2000,1.13287,0
2100,1.09683,0
2200,1.1861,0
2300,1.25403,0
2400,1.38597,0
2500,1.44673,0
2600,1.8434,0
2700,1.7796,0
2800,1.4951,0
2900,1.54027,0
3000,1.6039,0
