Size,Time(ms),Comparisons
100,0.0682,0
200,0.179,0
300,0.221733,0
400,0.313633,0
500,0.423333,0
600,0.4521,0
700,0.664133,0
800,0.604667,0
900,0.680167,0
1000,0.785967,0
1100,0.848667,0
1200,1.03167,0
1300,1.03603,0
1400,1.2895,0
1500,1.2233,0
1600,1.28033,0
1700,1.63527,0
1800,1.52363,0
1900,1.82127,0
2000,1.67733,0
2100,1.79013,0
2200,1.82777,0
2300,1.9672,0
2400,2.24083,0
2500,2.10657,0
2600,2.48683,0
2700,2.32667,0
2800,2.4478,0
2900,2.52603,0
3000,2.98157,0
